section,configuration,question_id,question,question_type,result,main_takeaway,answerable_retrieval_hit,answer_correct,citation_correct,abstention_correct,avg_response_time_s,avg_chunks_sent_to_llm,namespace,top_k,chunking_strategy,expected_answer,expected_source,generated_answer_short
QUESTION_RESULT,paragraph_top_3,q08,What does the Fair Credit Reporting Act promote?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.937,3,paragraph_chunks,3,paragraph_aware,accuracy;fairness;privacy,"CFPB_FCRA_Summary_of_Rights.pdf, page 1","It promotes the accuracy, fairness, and privacy of information in the files of consumer reporting agencies. [Source 1]"
QUESTION_RESULT,paragraph_top_3,q09,What must consumer reporting agencies do with inaccurate incomplete or unverifiable information?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.312,3,paragraph_chunks,3,paragraph_aware,correct;delete;inaccurate;incomplete;unverifiable;30 days,"CFPB_FCRA_Summary_of_Rights.pdf, page 2","They must correct or delete inaccurate, incomplete, or unverifiable information, usually within 30 days (and they may continue to report information they have verified as accurate). [Source 1]"
QUESTION_RESULT,paragraph_top_3,q10,What workplace right does the OSH Act give workers?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,3.181,3,paragraph_chunks,3,paragraph_aware,safe;healthful;working conditions,"OSHA_Workers_Rights.pdf, page 5",The right to a safe and healthful workplace. [Source 1]
QUESTION_RESULT,paragraph_top_3,q11,How must employers train workers about hazards?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,3.688,3,paragraph_chunks,3,paragraph_aware,language;vocabulary;understand,"OSHA_Workers_Rights.pdf, page 11","Employers must train workers about hazards in a language and vocabulary workers can understand, providing effective information on hazards (especially hazardous chemicals) and how to protect themselves; ensure hazard information is current "
QUESTION_RESULT,paragraph_top_3,q12,Can workers file a complaint with OSHA to request an on-site inspection?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,3.275,3,paragraph_chunks,3,paragraph_aware,file a complaint;on-site inspection,"OSHA_Workers_Rights.pdf, page 13","Yes. Current workers or their representatives may file a written complaint and ask OSHA to inspect their workplace if they believe there is a serious hazard or that their employer is not following OSHA standards or rules, and they may reque"
QUESTION_RESULT,paragraph_top_3,q13,What does an OSHA citation inform an employer about after an inspection?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,3.381,3,paragraph_chunks,3,paragraph_aware,alleged violation;time period;penalties,"OSHA_Employer_Rights_Responsibilities_Inspection.pdf, page 6","An OSHA citation informs the employer of the alleged violation(s), the exact nature of the violation, the deadline by when corrective actions must be taken, and any associated penalties (with possible classification as serious, willful, or "
QUESTION_RESULT,paragraph_top_3,q14,How long must an employer post an OSHA citation?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.15,3,paragraph_chunks,3,paragraph_aware,three working days;until the violation is corrected,"OSHA_Employer_Rights_Responsibilities_Inspection.pdf, page 7","Three working days or until the violation is corrected, whichever is longer (Saturdays, Sundays, and Federal holidays not counted as working days) [Source 1]."
QUESTION_RESULT,paragraph_top_3,q15,What can an employer request before deciding whether to contest an OSHA citation?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.832,3,paragraph_chunks,3,paragraph_aware,informal conference;OSHA area director;15-working-day,"OSHA_Employer_Rights_Responsibilities_Inspection.pdf, page 8",An employer can request an informal conference with the OSHA area director within the 15-working-day period to discuss issues related to the Citation and Notification of Penalty. [Source 1]
QUESTION_RESULT,paragraph_top_3,q16,What are the four core functions of the NIST AI Risk Management Framework?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.082,3,paragraph_chunks,3,paragraph_aware,GOVERN;MAP;MEASURE;MANAGE,"NIST_AI_Risk_Management_Framework.pdf, page 25","The four core functions are: GOVERN, MAP, MEASURE, and MANAGE. [Source 1] [Source 2]"
QUESTION_RESULT,paragraph_top_3,q17,What characteristics of trustworthy AI does the NIST AI RMF list?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.869,3,paragraph_chunks,3,paragraph_aware,valid and reliable;safe;secure and resilient;accountable and transparent;explainable and interpretable;privacy enhanced;fair,"NIST_AI_Risk_Management_Framework.pdf, page 17",The AI RMF lists these characteristics of trustworthy AI: valid and reliable; safe; secure and resilient; accountable and transparent; explainable and interpretable; privacy-enhanced; and fair with harmful bias managed. [Source 1]
QUESTION_RESULT,paragraph_top_3,q18,What should happen if an AI system presents unacceptable negative risk levels?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.841,3,paragraph_chunks,3,paragraph_aware,development and deployment should cease;safe manner,"NIST_AI_Risk_Management_Framework.pdf, page 13",Development and deployment should cease in a safe manner until risks can be sufficiently managed. [Source 1]
QUESTION_RESULT,paragraph_top_3,q19,What guidance does FEMA CPG 101 provide?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,3.62,3,paragraph_chunks,3,paragraph_aware,fundamentals of planning;emergency operations plans,"FEMA_Emergency_Operations_Plans_CPG101.pdf, page 3","FEMA CPG 101 provides guidance on the fundamentals of planning and developing emergency operations plans (EOPs), including: - The steps to produce an EOP and the possible plan structures and components of a base plan and its annexes [Source"
QUESTION_RESULT,paragraph_top_3,q20,What are plans not meant to be followed as according to FEMA CPG 101?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.908,3,paragraph_chunks,3,paragraph_aware,not scripts;flexible;adaptable,"FEMA_Emergency_Operations_Plans_CPG101.pdf, page 4",Plans are not scripts to be followed to the letter; they are flexible and adaptable to the actual situation. [Source 1]
QUESTION_RESULT,paragraph_top_3,q21,What should an EOP base plan provide or identify?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,2.459,3,paragraph_chunks,3,paragraph_aware,overview;emergency management;policies;response organization;assigns tasks,"FEMA_Emergency_Operations_Plans_CPG101.pdf, page 75","- An overview of the jurisdiction’s emergency management/response program and its ability to prepare for, respond to, and recover from disasters or emergencies - Identification of emergency response policies - A description of the response "
QUESTION_RESULT,paragraph_top_3,q22,What are the two main ways to get Medicare coverage?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.867,3,paragraph_chunks,3,paragraph_aware,Original Medicare;Medicare Advantage,"Medicare_and_You_2026.pdf, page 10",Original Medicare (Part A and Part B) and Medicare Advantage (Part C). [Source 2]
QUESTION_RESULT,paragraph_top_3,q23,What two parts are included in Original Medicare?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.062,3,paragraph_chunks,3,paragraph_aware,Part A;Part B,"Medicare_and_You_2026.pdf, page 57",Original Medicare includes two parts: Part A (Hospital Insurance) and Part B (Medical Insurance). [Source 1] [Source 2]
QUESTION_RESULT,paragraph_top_3,q24,When is the Medicare Open Enrollment Period for joining switching or dropping a plan?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.433,3,paragraph_chunks,3,paragraph_aware,October 15;December 7;January 1,"Medicare_and_You_2026.pdf, page 80",October 15 to December 7 each year. Your coverage starts January 1 if the enrollment is received by December 7. [Source 1][Source 2]
QUESTION_RESULT,paragraph_top_3,q25,Who is the founder of America?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,0.529,0,paragraph_chunks,3,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_3,q26,What is Emem Usoh's favorite food?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,0.531,0,paragraph_chunks,3,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_3,q27,What final grade did the student receive for the Ask My Documents project?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,2.772,2,paragraph_chunks,3,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_3,q28,Which CFPB employee authored the credit score handout?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,0.243,0,paragraph_chunks,3,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_3,q29,Which OSHA regional office is located in Toronto?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,1.817,3,paragraph_chunks,3,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_3,q30,What GPU model did NIST use to train the AI Risk Management Framework?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,2.366,3,paragraph_chunks,3,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_5,q01,What is the aim of the Ask My Documents project?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,1.871,3,paragraph_chunks,5,paragraph_aware,small configurable RAG system;evidence,"Project_Proposal.docx, paragraph 12","The aim is to design, implement, and evaluate a small configurable Retrieval-Augmented Generation (RAG) system that answers questions using evidence retrieved from user-uploaded documents. [Source 2]"
QUESTION_RESULT,paragraph_top_5,q02,What file types can users upload to Ask My Documents?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.745,1,paragraph_chunks,5,paragraph_aware,PDF;DOCX;TXT,"Project_Proposal.docx, paragraph 6","Users can upload PDF, DOCX, and TXT files. [Source 1]"
QUESTION_RESULT,paragraph_top_5,q03,What chunking strategies will the experiment compare?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.74,1,paragraph_chunks,5,paragraph_aware,fixed-size chunking;paragraph-aware chunking,"Project_Proposal.docx, paragraph 34",The experiment will compare fixed-size chunking with a simple paragraph-aware chunking method. [Source 1]
QUESTION_RESULT,paragraph_top_5,q04,What are credit scores used to estimate?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.644,3,paragraph_chunks,5,paragraph_aware,pay back money;borrow,"CFPB_Understand_Your_Credit_Score.pdf, page 1",Credit scores are used to estimate how likely you are to pay back money you borrow. [Source 1]
QUESTION_RESULT,paragraph_top_5,q05,Why can a person have more than one credit score?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.452,5,paragraph_chunks,5,paragraph_aware,different products;different credit scoring formulas;different credit reporting sources,"CFPB_Understand_Your_Credit_Score.pdf, page 1","A person can have more than one credit score because lenders use different scores for different products, there are many different credit scoring formulas, and information can come from different credit reporting sources. [Source 1] [Source"
QUESTION_RESULT,paragraph_top_5,q06,What personal information is used for on a credit report?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.661,5,paragraph_chunks,5,paragraph_aware,personal information;confirm;accounts,"CFPB_Understand_Your_Credit_Report.pdf, page 1",Personal information is used to confirm you are the person who opened the accounts listed on the report and to keep your information accurate and up to date. [Source 1]
QUESTION_RESULT,paragraph_top_5,q07,How often can someone request a free credit report from each nationwide credit reporting company?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,4.302,5,paragraph_chunks,5,paragraph_aware,once every 12 months;Equifax;Experian;TransUnion,"CFPB_Understand_Your_Credit_Report.pdf, page 3","You are entitled to one free credit report every 12 months from each of the three nationwide credit reporting companies (Equifax, Experian, and TransUnion). Additionally, Equifax offers six free credit reports per 12 months until December 3"
QUESTION_RESULT,paragraph_top_5,q08,What does the Fair Credit Reporting Act promote?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.578,5,paragraph_chunks,5,paragraph_aware,accuracy;fairness;privacy,"CFPB_FCRA_Summary_of_Rights.pdf, page 1","The Fair Credit Reporting Act promotes the accuracy, fairness, and privacy of information in the files of consumer reporting agencies. [Source 1]"
QUESTION_RESULT,paragraph_top_5,q09,What must consumer reporting agencies do with inaccurate incomplete or unverifiable information?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.678,5,paragraph_chunks,5,paragraph_aware,correct;delete;inaccurate;incomplete;unverifiable;30 days,"CFPB_FCRA_Summary_of_Rights.pdf, page 2","They must correct or delete the inaccurate, incomplete, or unverifiable information (usually within 30 days). [Source 1]"
QUESTION_RESULT,paragraph_top_5,q10,What workplace right does the OSH Act give workers?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,2.501,5,paragraph_chunks,5,paragraph_aware,safe;healthful;working conditions,"OSHA_Workers_Rights.pdf, page 5",The right to a safe and healthful workplace. [Source 1]
QUESTION_RESULT,paragraph_top_5,q11,How must employers train workers about hazards?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,4.853,5,paragraph_chunks,5,paragraph_aware,language;vocabulary;understand,"OSHA_Workers_Rights.pdf, page 11","- Training must be in a language and vocabulary that workers can understand. [Source 1] - Employers must provide effective information and training on hazards (e.g., hazardous chemicals) in the workers’ work area. [Source 1] - Training shou"
QUESTION_RESULT,paragraph_top_5,q12,Can workers file a complaint with OSHA to request an on-site inspection?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,2.623,5,paragraph_chunks,5,paragraph_aware,file a complaint;on-site inspection,"OSHA_Workers_Rights.pdf, page 13",Yes. Current workers or their representatives may file a written complaint with OSHA and ask OSHA to inspect their workplace. They can also request confidentiality about who filed the complaint. [Source 1][Source 3][Source 2]
QUESTION_RESULT,paragraph_top_5,q13,What does an OSHA citation inform an employer about after an inspection?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,2.867,5,paragraph_chunks,5,paragraph_aware,alleged violation;time period;penalties,"OSHA_Employer_Rights_Responsibilities_Inspection.pdf, page 6","An OSHA citation informs the employer of the alleged violation(s), the exact nature of the violation, the date by which corrective actions must be taken, and any associated penalties. [Source 2][Source 3][Source 1]"
QUESTION_RESULT,paragraph_top_5,q14,How long must an employer post an OSHA citation?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.277,5,paragraph_chunks,5,paragraph_aware,three working days;until the violation is corrected,"OSHA_Employer_Rights_Responsibilities_Inspection.pdf, page 7","Three working days or until the violation is corrected, whichever is longer (Saturdays, Sundays, and federal holidays are not counted). [Source 1]"
QUESTION_RESULT,paragraph_top_5,q15,What can an employer request before deciding whether to contest an OSHA citation?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.477,5,paragraph_chunks,5,paragraph_aware,informal conference;OSHA area director;15-working-day,"OSHA_Employer_Rights_Responsibilities_Inspection.pdf, page 8",An employer can request an informal conference with the OSHA area director within the 15-working-day period to discuss the Citation and Notification of Penalty before deciding whether to contest. [Source 1]
QUESTION_RESULT,paragraph_top_5,q16,What are the four core functions of the NIST AI Risk Management Framework?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.588,5,paragraph_chunks,5,paragraph_aware,GOVERN;MAP;MEASURE;MANAGE,"NIST_AI_Risk_Management_Framework.pdf, page 25","The four core functions are: GOVERN, MAP, MEASURE, and MANAGE. [Source 1]"
QUESTION_RESULT,paragraph_top_5,q17,What characteristics of trustworthy AI does the NIST AI RMF list?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.974,5,paragraph_chunks,5,paragraph_aware,valid and reliable;safe;secure and resilient;accountable and transparent;explainable and interpretable;privacy enhanced;fair,"NIST_AI_Risk_Management_Framework.pdf, page 17",- Valid and reliable - Safe - Secure and resilient - Accountable and transparent - Explainable and interpretable - Privacy-enhanced - Fair with harmful bias managed Source: [Source 1]
QUESTION_RESULT,paragraph_top_5,q18,What should happen if an AI system presents unacceptable negative risk levels?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.993,5,paragraph_chunks,5,paragraph_aware,development and deployment should cease;safe manner,"NIST_AI_Risk_Management_Framework.pdf, page 13","If an AI system presents unacceptable negative risk levels, development and deployment should cease in a safe manner until risks can be sufficiently managed. [Source 1]"
QUESTION_RESULT,paragraph_top_5,q19,What guidance does FEMA CPG 101 provide?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,4.044,5,paragraph_chunks,5,paragraph_aware,fundamentals of planning;emergency operations plans,"FEMA_Emergency_Operations_Plans_CPG101.pdf, page 3","- It provides guidelines on developing emergency operations plans (EOPs) and promotes a common understanding of the fundamentals of community-based, risk-informed planning and decision making to produce integrated, coordinated, and synchron"
QUESTION_RESULT,paragraph_top_5,q20,What are plans not meant to be followed as according to FEMA CPG 101?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,1.951,5,paragraph_chunks,5,paragraph_aware,not scripts;flexible;adaptable,"FEMA_Emergency_Operations_Plans_CPG101.pdf, page 4",Plans are not scripts to be followed to the letter; they are flexible and adaptable to the actual situation. [Source 1]
QUESTION_RESULT,paragraph_top_5,q21,What should an EOP base plan provide or identify?,Answerable,REVIEW_ANSWER_MATCH,"Retrieval and citation succeeded, but strict keyword answer check did not pass.",YES,NO,YES,OK,3.915,5,paragraph_chunks,5,paragraph_aware,overview;emergency management;policies;response organization;assigns tasks,"FEMA_Emergency_Operations_Plans_CPG101.pdf, page 75","- An overview of the jurisdiction’s emergency management/response program and its ability to prepare for, respond to, and recover from disasters or emergencies. [Source 1] - Emergency response policies. [Source 1] - A description of the res"
QUESTION_RESULT,paragraph_top_5,q22,What are the two main ways to get Medicare coverage?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.536,5,paragraph_chunks,5,paragraph_aware,Original Medicare;Medicare Advantage,"Medicare_and_You_2026.pdf, page 10",Original Medicare (Part A and Part B) and Medicare Advantage (Part C). [Source 2]
QUESTION_RESULT,paragraph_top_5,q23,What two parts are included in Original Medicare?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.356,5,paragraph_chunks,5,paragraph_aware,Part A;Part B,"Medicare_and_You_2026.pdf, page 57",Original Medicare includes Part A (Hospital Insurance) and Part B (Medical Insurance). [Source 1][Source 2]
QUESTION_RESULT,paragraph_top_5,q24,When is the Medicare Open Enrollment Period for joining switching or dropping a plan?,Answerable,PASS,"Expected source retrieved, answer matched key phrases, and citation was valid.",YES,YES,YES,OK,2.048,5,paragraph_chunks,5,paragraph_aware,October 15;December 7;January 1,"Medicare_and_You_2026.pdf, page 80",Open Enrollment Period is October 15 to December 7 each year. Your coverage starts January 1 as long as the plan receives your enrollment request by December 7. [Source 1]
QUESTION_RESULT,paragraph_top_5,q25,Who is the founder of America?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,0.241,0,paragraph_chunks,5,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_5,q26,What is Emem Usoh's favorite food?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,0.261,0,paragraph_chunks,5,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_5,q27,What final grade did the student receive for the Ask My Documents project?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,2.365,2,paragraph_chunks,5,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_5,q28,Which CFPB employee authored the credit score handout?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,0.289,0,paragraph_chunks,5,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_5,q29,Which OSHA regional office is located in Toronto?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,2.203,5,paragraph_chunks,5,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
QUESTION_RESULT,paragraph_top_5,q30,What GPU model did NIST use to train the AI Risk Management Framework?,Unanswerable,ABSTAIN_OK,Correctly refused because the documents did not support the question.,N/A,N/A,N/A,OK,5.803,5,paragraph_chunks,5,paragraph_aware,,,I do not have enough information in the uploaded documents to answer that.
